Title,Authors,url,Keywords
HOPE: High-order Graph ODE For Modeling Interacting Dynamics,"['Xiao Luo', ' Jingyang Yuan', ' Zijie Huang', ' Huiyu Jiang', ' Yifang Qin', ' Wei Ju', ' Ming Zhang', ' Yizhou Sun']",https://icml.cc/virtual/2023/poster/24500,[]
SeMAIL: Eliminating Distractors in Visual Imitation via Separated Models,"['Shenghua Wan', ' Yucen Wang', ' Minghao Shao', ' Ruying Chen', ' De-Chuan Zhan']",https://icml.cc/virtual/2023/poster/23839,[]
Tight Certification of Adversarially Trained Neural Networks via Nonconvex Low-Rank Semidefinite Relaxations,"['Hong-Ming Chiu', ' Richard Zhang']",https://icml.cc/virtual/2023/poster/25034,[]
Optimal Online Generalized Linear Regression with Stochastic Noise and Its Application to Heteroscedastic Bandits,"['Heyang Zhao', ' Dongruo Zhou', ' Jiafan He', ' Quanquan Gu']",https://icml.cc/virtual/2023/poster/24339,[]
SLAMB: Accelerated Large Batch Training with Sparse Communication,"['Hang Xu', ' Wenxuan Zhang', ' Jiawei Fei', ' Yuzhe Wu', ' TingWen Xie', ' Jun Huang', ' Yuchen Xie', ' Mohamed Elhoseiny', ' Panos Kalnis']",https://icml.cc/virtual/2023/poster/23582,[]
Out-of-Distribution Generalization of Federated Learning via Implicit Invariant Relationships,"['Yaming Guo', ' Kai Guo', ' Xiaofeng Cao', ' Tieru Wu', ' Yi Chang']",https://icml.cc/virtual/2023/poster/23963,[]
Shapley Based Residual Decomposition for Instance Analysis,"['Tommy Liu', ' Amanda Barnard']",https://icml.cc/virtual/2023/poster/24683,[]
Facial Expression Recognition with Adaptive Frame Rate based on Multiple Testing Correction,['Andrey Savchenko'],https://icml.cc/virtual/2023/poster/24229,[]
Surrogate Module Learning: Reduce the Gradient Error Accumulation in Training Spiking Neural Networks,"['Shikuang Deng', ' Hao Lin', ' Yuhang Li', ' Shi Gu']",https://icml.cc/virtual/2023/poster/24425,[]
Regret-Minimizing Double Oracle for Extensive-Form Games,"['Xiaohang Tang', ' Le Cong Dinh', ' Stephen Mcaleer', ' Yaodong Yang']",https://icml.cc/virtual/2023/poster/24799,[]
Few-bit Backward: Quantized Gradients of Activation Functions for Memory Footprint Reduction,"['Georgii Novikov', ' Daniel Bershatsky', ' Julia Gusak', ' Alex Shonenkov', ' Denis Dimitrov', ' Ivan Oseledets']",https://icml.cc/virtual/2023/poster/23940,[]
Stable and Consistent Prediction of 3D Characteristic Orientation via Invariant Residual Learning,"['Seungwook Kim', ' Chunghyun Park', ' Yoonwoo Jeong', ' Jaesik Park', ' Minsu Cho']",https://icml.cc/virtual/2023/poster/23502,[]
Accelerated Stochastic Optimization Methods under Quasar-convexity,"['Qiang Fu', ' Dongchu Xu', ' Ashia Wilson']",https://icml.cc/virtual/2023/poster/24100,[]
What Makes Entities Similar? A Similarity Flooding Perspective for Multi-sourced Knowledge Graph Embeddings,"['Zequn Sun', ' Jiacheng Huang', ' Xiaozhou Xu', ' Qijin Chen', ' Weijun Ren', ' Wei Hu']",https://icml.cc/virtual/2023/poster/24635,[]
Learning Deductive Reasoning from Synthetic Corpus based on Formal Logic,"['Terufumi Morishita', ' Gaku Morio', ' Atsuki Yamaguchi', ' Yasuhiro Sogawa']",https://icml.cc/virtual/2023/poster/24087,[]
Learning Neural Constitutive Laws from Motion Observations for Generalizable PDE Dynamics,"['Pingchuan Ma', ' Peter Yichen Chen', ' Bolei Deng', ' Josh Tenenbaum', ' Tao Du', ' Chuang Gan', ' Wojciech Matusik']",https://icml.cc/virtual/2023/poster/25243,[]
Hardware-Aware Compression with Random Operation Access Specific Tile (ROAST) Hashing,"['Aditya Desai', ' Keren Zhou', ' Anshumali Shrivastava']",https://icml.cc/virtual/2023/poster/24579,[]
Effective Neural Topic Modeling with Embedding Clustering Regularization,"['Xiaobao Wu', ' Xinshuai Dong', ' Thong Nguyen', ' Anh Tuan Luu']",https://icml.cc/virtual/2023/poster/24320,[]
Uncertainty Estimation for Molecules: Desiderata and Methods,"['Tom Wollschläger', ' Nicholas Gao', ' Bertrand Charpentier', ' Mohamed Amine Ketata', ' Stephan Günnemann']",https://icml.cc/virtual/2023/poster/23655,[]
Boosting Graph Contrastive Learning via Graph Contrastive Saliency,"['Chunyu Wei', ' Yu Wang', ' Bing Bai', ' Kai Ni', ' David Brady', ' LU FANG']",https://icml.cc/virtual/2023/poster/24875,[]
Improving Adversarial Robustness by Putting More Regularizations on Less Robust Samples,"['Dongyoon Yang', ' Insung Kong', ' Yongdai Kim']",https://icml.cc/virtual/2023/poster/24095,[]
Dimensionality Reduction for General KDE Mode Finding,"['Xinyu Luo', ' Christopher Musco', ' Cas Widdershoven']",https://icml.cc/virtual/2023/poster/24452,[]
Learning Hidden Markov Models When the Locations of Missing Observations are Unknown,"['BINYAMIN PERETS', ' Mark Kozdoba', ' Shie Mannor']",https://icml.cc/virtual/2023/poster/24720,[]
Monotonic Location Attention for Length Generalization,"['Jishnu Ray Chowdhury', ' Cornelia Caragea']",https://icml.cc/virtual/2023/poster/23965,[]
Free-Form Variational Inference for Gaussian Process State-Space Models,"['Xuhui Fan', ' Edwin V. Bonilla', "" Terence O'kane"", ' Scott SIsson']",https://icml.cc/virtual/2023/poster/24526,[]
Attributing Image Generative Models using Latent Fingerprints,"['Guangyu Nie', ' Changhoon Kim', "" 'YZ' Yezhou Yang"", ' Yi Ren']",https://icml.cc/virtual/2023/poster/24021,[]
Retrosynthetic Planning with Dual Value Networks,"['Guoqing Liu', ' Di Xue', ' Shufang Xie', ' Yingce Xia', ' Austin Tripp', ' Krzysztof Maziarz', ' Marwin Segler', ' Tao Qin', ' Zongzhang Zhang', ' Tie-Yan Liu']",https://icml.cc/virtual/2023/poster/23992,[]
CoCo: A Coupled Contrastive Framework for Unsupervised Domain Adaptive Graph Classification,"['Nan Yin', ' Li Shen', ' Mengzhu Wang', ' Long Lan', ' Zeyu Ma', ' Chong Chen', ' Xian-Sheng Hua', ' Xiao Luo']",https://icml.cc/virtual/2023/poster/25237,[]
Towards Robust Graph Incremental Learning on Evolving Graphs,"['Junwei Su', ' Difan Zou', ' Zijun Zhang', ' Chuan Wu']",https://icml.cc/virtual/2023/poster/24449,[]
Exploring Chemical Space with Score-based Out-of-distribution Generation,"['Seul Lee', ' Jaehyeong Jo', ' Sung Ju Hwang']",https://icml.cc/virtual/2023/poster/25071,[]
Reinforcement Learning with History Dependent Dynamic Contexts,"['Guy Tennenholtz', ' Nadav Merlis', ' Lior Shani', ' Martin Mladenov', ' Craig Boutilier']",https://icml.cc/virtual/2023/poster/24361,[]
Accuracy on the Curve: On the Nonlinear Correlation of ML Performance Between Data Subpopulations,"['Weixin Liang', ' Yining Mao', ' Yongchan Kwon', ' Xinyu Yang', ' James Zou']",https://icml.cc/virtual/2023/poster/24991,[]
Master-ASR: Achieving Multilingual Scalability and Low-Resource Adaptation in ASR with Modular Learning,"['Zhongzhi Yu', ' Yang Zhang', ' Kaizhi Qian', ' Cheng Wan', ' Yonggan Fu', ' Yongan Zhang', ' Yingyan (Celine) Lin']",https://icml.cc/virtual/2023/poster/23475,[]
Ewald-based Long-Range Message Passing for Molecular Graphs,"['Arthur Kosmala', ' Johannes Gasteiger', ' Nicholas Gao', ' Stephan Günnemann']",https://icml.cc/virtual/2023/poster/23626,[]
The Blessing of Heterogeneity in Federated Q-Learning: Linear Speedup and Beyond,"['Jiin Woo', ' Gauri Joshi', ' Yuejie Chi']",https://icml.cc/virtual/2023/poster/24679,[]
KDEformer: Accelerating Transformers via Kernel Density Estimation,"['Amir Zandieh', ' Insu Han', ' Majid Daliri', ' Amin Karbasi']",https://icml.cc/virtual/2023/poster/23955,[]
SurCo: Learning Linear SURrogates for COmbinatorial Nonlinear Optimization Problems,"['Aaron Ferber', ' Taoan Huang', ' Daochen Zha', ' Martin Schubert', ' Benoit Steiner', ' Bistra Dilkina', ' Yuandong Tian']",https://icml.cc/virtual/2023/poster/24312,[]
Image generation with shortest path diffusion,"['Ayan Das', ' Stathi Fotiadis', ' Anil Batra', ' Farhang Nabiei', ' FengTing Liao', ' Sattar Vakili', ' Da-shan Shiu', ' Alberto Bernacchia']",https://icml.cc/virtual/2023/poster/23971,[]
Learning to Bid in Repeated First-Price Auctions with Budgets,"['Qian Wang', ' Zongjun Yang', ' Xiaotie Deng', ' Yuqing Kong']",https://icml.cc/virtual/2023/poster/24350,[]
Explaining the effects of non-convergent MCMC in the training of Energy-Based Models,"['Elisabeth Agoritsas', ' Giovanni Catania', ' Aurélien Decelle', ' Beatriz Seoane']",https://icml.cc/virtual/2023/poster/25033,[]
Bandits with Knapsacks: Advice on Time-Varying Demands,"['Lixing Lyu', ' Wang Chi Cheung']",https://icml.cc/virtual/2023/poster/24232,[]
Conditional Graph Information Bottleneck for Molecular Relational Learning,"['Namkyeong Lee', ' Dongmin Hyun', ' Gyoung S. Na', ' Sungwon Kim', ' Junseok Lee', ' Chanyoung Park']",https://icml.cc/virtual/2023/poster/24178,[]
Adversarial Learning of Distributional Reinforcement Learning,"['Yang Sui', ' Yukun Huang', ' Hongtu Zhu', ' Fan Zhou']",https://icml.cc/virtual/2023/poster/23895,[]
Learning Mixtures of Markov Chains and MDPs,"['Chinmaya Kausik', ' Kevin Tan', ' Ambuj Tewari']",https://icml.cc/virtual/2023/poster/24380,[]
Finite-Sample Analysis of Learning High-Dimensional Single ReLU Neuron,"['Jingfeng Wu', ' Difan Zou', ' Zixiang Chen', ' Vladimir Braverman', ' Quanquan Gu', ' Sham Kakade']",https://icml.cc/virtual/2023/poster/23853,[]
Identifying Interpretable Subspaces in Image Representations,"['Neha Mukund Kalibhat', ' Shweta Bhardwaj', ' C. Bayan Bruss', ' Hamed Firooz', ' Maziar Sanjabi', ' Soheil Feizi']",https://icml.cc/virtual/2023/poster/23650,[]
What is Essential for Unseen Goal Generalization of Offline Goal-conditioned RL?,"['Rui Yang', ' Yong LIN', ' Xiaoteng Ma', ' Hao Hu', ' Chongjie Zhang', ' Tong Zhang']",https://icml.cc/virtual/2023/poster/24322,[]
Revisiting Simple Regret: Fast Rates for Returning a Good Arm,"['Yao Zhao', ' Connor J Stephens', ' Csaba Szepesvari', ' Kwang-Sung Jun']",https://icml.cc/virtual/2023/poster/24916,[]
On Many-Actions Policy Gradient,"['Michal Nauman', ' Marek Cygan']",https://icml.cc/virtual/2023/poster/24675,[]
A Neural PDE Solver with Temporal Stencil Modeling,"['Zhiqing Sun', ' Yiming Yang', ' Shinjae Yoo']",https://icml.cc/virtual/2023/poster/24181,[]
Test-Time Style Shifting: Handling Arbitrary Styles in Domain Generalization,"['Jungwuk Park', ' Dong-Jun Han', ' Soyeong Kim', ' Jaekyun Moon']",https://icml.cc/virtual/2023/poster/24378,[]
Adaptive Annealed Importance Sampling with Constant Rate Progress,"['Shirin Goshtasbpour', ' Victor Cohen', ' Perez Fernando']",https://icml.cc/virtual/2023/poster/25007,[]
Towards Stable and Efficient Adversarial Training against $l_1$ Bounded Adversarial Attacks,"['Yulun Jiang', ' Chen Liu', ' Zhichao Huang', ' Mathieu Salzmann', ' Sabine Süsstrunk']",https://icml.cc/virtual/2023/poster/23902,[]
On Investigating the Conservative Property of Score-Based Generative Models,"['Chen-Hao Chao', ' Wei-Fang Sun', ' Bo-Wun Cheng', ' Chun-Yi Lee']",https://icml.cc/virtual/2023/poster/25212,[]
The Power of Uniform Sampling for k-Median,"['Lingxiao Huang', ' Shaofeng Jiang', ' Jianing Lou']",https://icml.cc/virtual/2023/poster/24185,[]
Private Federated Learning with Autotuned Compression,"['Enayat Ullah', ' Christopher Choquette-Choo', ' Peter Kairouz', ' Sewoong Oh']",https://icml.cc/virtual/2023/poster/23509,[]
Learning Dynamic Query Combinations for Transformer-based Object Detection and Segmentation,"['Yiming Cui', ' Linjie Yang', ' Haichao Yu']",https://icml.cc/virtual/2023/poster/23925,[]
Raising the Cost of Malicious AI-Powered Image Editing,"['Hadi Salman', ' Alaa Khaddaj', ' Guillaume Leclerc', ' Andrew Ilyas', ' Aleksander Madry']",https://icml.cc/virtual/2023/poster/23740,[]
Pareto Regret Analyses in Multi-objective Multi-armed Bandit,"['Mengfan Xu', ' Diego Klabjan']",https://icml.cc/virtual/2023/poster/24789,[]
Fully Dynamic Submodular Maximization over Matroids,"['PAUL DUETTING', ' Federico Fusco', ' Silvio Lattanzi', ' Ashkan Norouzi-Fard', ' Morteza Zadimoghaddam']",https://icml.cc/virtual/2023/poster/24540,[]
