Title,Authors,url,Keywords
A Probabilistic Approach to Neural Network Pruning,"['Xin Qian', ' Diego Klabjan']",https://icml.cc/virtual/2021/poster/10317,[]
SUNRISE: A Simple Unified Framework for Ensemble Learning in Deep Reinforcement Learning,"['Kimin Lee', ' Michael Laskin', ' Aravind Srinivas', ' Pieter Abbeel']",https://icml.cc/virtual/2021/poster/10641,[]
Adversarial Option-Aware Hierarchical Imitation Learning,"['Mingxuan Jing', ' Wenbing Huang', ' Fuchun Sun', ' Xiaojian Ma', ' Tao Kong', ' Chuang Gan', ' Lei Li']",https://icml.cc/virtual/2021/poster/8589,[]
Training Graph Neural Networks with 1000 Layers,"['Guohao Li', ' Matthias Müller', ' Bernard Ghanem', ' Vladlen Koltun']",https://icml.cc/virtual/2021/poster/10455,[]
Accuracy on the Line: on the Strong Correlation Between Out-of-Distribution and In-Distribution Generalization,"['John Miller', ' Rohan Taori', ' Aditi Raghunathan', ' Shiori Sagawa', ' Pang Wei Koh', ' Vaishaal Shankar', ' Percy Liang', ' Yair Carmon', ' Ludwig Schmidt']",https://icml.cc/virtual/2021/poster/9243,[]
A Nullspace Property for Subspace-Preserving Recovery,"['Mustafa D Kaba', ' Chong You', ' Daniel Robinson', ' Enrique Mallada', ' Rene Vidal']",https://icml.cc/virtual/2021/poster/10703,[]
Fundamental Tradeoffs in Distributionally Adversarial Training,"['Mohammad Mehrabi', ' Adel Javanmard', ' Ryan A. Rossi', ' Anup Rao', ' Tung Mai']",https://icml.cc/virtual/2021/poster/8907,[]
Correcting Exposure Bias for Link Recommendation,"['Shantanu Gupta', ' Hao Wang', ' Zachary Lipton', ' Yuyang Wang']",https://icml.cc/virtual/2021/poster/10327,[]
PID Accelerated Value Iteration Algorithm,"['Amir-massoud Farahmand', ' Mohammad Ghavamzadeh']",https://icml.cc/virtual/2021/poster/8725,[]
Faster Kernel Matrix Algebra via Density Estimation,"['Arturs Backurs', ' Piotr Indyk', ' Cameron Musco', ' Tal Wagner']",https://icml.cc/virtual/2021/poster/9737,[]
Few-Shot Neural Architecture Search,"['Yiyang Zhao', ' Linnan Wang', ' Yuandong Tian', ' Rodrigo Fonseca', ' Tian Guo']",https://icml.cc/virtual/2021/poster/8891,[]
Reinforcement Learning for Cost-Aware Markov Decision Processes,"['Wesley A Suttle', ' Kaiqing Zhang', ' Zhuoran Yang', ' Ji Liu', ' David N Kraemer']",https://icml.cc/virtual/2021/poster/10597,[]
Neural Feature Matching in Implicit 3D Representations,"['Yunlu Chen', ' Basura Fernando', ' Hakan Bilen', ' Thomas Mensink', ' Efstratios Gavves']",https://icml.cc/virtual/2021/poster/9921,[]
Selecting Data Augmentation for Simulating Interventions,"['Maximilian Ilse', ' Jakub Tomczak', ' Patrick Forré']",https://icml.cc/virtual/2021/poster/8887,[]
Few-shot Language Coordination by Modeling Theory of Mind,"['Hao Zhu', ' Graham Neubig', ' Yonatan Bisk']",https://icml.cc/virtual/2021/poster/9765,[]
Fast Stochastic Bregman Gradient Methods: Sharp Analysis and Variance Reduction,"['Radu Alexandru Dragomir', ' Mathieu Even', ' Hadrien Hendrikx']",https://icml.cc/virtual/2021/poster/9483,[]
Recomposing the Reinforcement Learning Building Blocks with Hypernetworks,"['Elad Sarafian', ' Shai Keynan', ' Sarit Kraus']",https://icml.cc/virtual/2021/poster/8489,[]
Context-Aware Online Collective Inference for Templated Graphical Models,"['Charles Dickens', ' Connor Pryor', ' Eriq Augustine', ' Alexander Miller', ' Lise Getoor']",https://icml.cc/virtual/2021/poster/9525,[]
AutoSampling: Search for Effective Data Sampling Schedules,"['MING SUN', ' Haoxuan Dou', ' Baopu Li', ' Junjie Yan', ' Wanli Ouyang', ' Lei Cui']",https://icml.cc/virtual/2021/poster/8661,[]
Sparse Bayesian Learning via Stepwise Regression,"['Sebastian Ament', ' Carla Gomes']",https://icml.cc/virtual/2021/poster/9953,[]
Newton Method over Networks is Fast up to the Statistical Precision,"['Amir Daneshmand', ' Gesualdo Scutari', ' Pavel Dvurechenskii', ' Alexander Gasnikov']",https://icml.cc/virtual/2021/poster/10747,[]
Towards Practical Mean Bounds for Small Samples,"['My Phan', ' Philip Thomas', ' Erik Learned-Miller']",https://icml.cc/virtual/2021/poster/8979,[]
World Model as a Graph: Learning Latent Landmarks for Planning,"['Lunjun Zhang', ' Ge Yang', ' Bradly Stadie']",https://icml.cc/virtual/2021/poster/10063,[]
Active Learning of Continuous-time Bayesian Networks through Interventions,"['Dominik Linzner', ' Heinz Koeppl']",https://icml.cc/virtual/2021/poster/9647,[]
Keyframe-Focused Visual Imitation Learning,"['Chuan Wen', ' Jierui Lin', ' Jianing Qian', ' Yang Gao', ' Dinesh Jayaraman']",https://icml.cc/virtual/2021/poster/10701,[]
Safe Reinforcement Learning with Linear Function Approximation,"['Sanae Amani', ' Christos Thrampoulidis', ' Lin Yang']",https://icml.cc/virtual/2021/poster/9847,[]
Tilting the playing field: Dynamical loss functions for machine learning,"['Miguel Ruiz Garcia', ' Ge Zhang', ' Samuel Schoenholz', ' Andrea Liu']",https://icml.cc/virtual/2021/poster/9505,[]
Unbalanced minibatch Optimal Transport; applications to Domain Adaptation,"['Kilian Fatras', ' Thibault Séjourné', ' Rémi Flamary', ' Nicolas Courty']",https://icml.cc/virtual/2021/poster/8555,[]
Optimal Thompson Sampling strategies for support-aware CVaR bandits,"['Dorian Baudry', ' Romain Gautron', ' Emilie Kaufmann', ' Odalric-Ambrym Maillard']",https://icml.cc/virtual/2021/poster/9315,[]
Global Optimality Beyond Two Layers: Training Deep ReLU Networks via Convex Programs,"['Tolga Ergen', ' Mert Pilanci']",https://icml.cc/virtual/2021/poster/10037,[]
Learning Deep Neural Networks under Agnostic Corrupted Supervision,"['Boyang Liu', ' Mengying Sun', ' Ding Wang', ' Pang-Ning Tan', ' Jiayu Zhou']",https://icml.cc/virtual/2021/poster/10557,[]
Mandoline: Model Evaluation under Distribution Shift,"['Mayee Chen', ' Karan Goel', ' Nimit Sohoni', ' Fait Poms', ' Kayvon Fatahalian', ' Christopher Re']",https://icml.cc/virtual/2021/poster/9313,[]
"Whitening and Second Order Optimization Both Make Information in the Dataset Unusable During Training, and Can Reduce or Prevent Generalization","['Neha Wadia', ' Daniel Duckworth', ' Samuel Schoenholz', ' Ethan Dyer', ' Jascha Sohl-Dickstein']",https://icml.cc/virtual/2021/poster/8717,[]
Break-It-Fix-It: Unsupervised Learning for Program Repair,"['Michihiro Yasunaga', ' Percy Liang']",https://icml.cc/virtual/2021/poster/10473,[]
Multi-Agent Training beyond Zero-Sum with Correlated Equilibrium Meta-Solvers,"['Luke Marris', ' Paul Muller', ' Marc Lanctot', ' Karl Tuyls', ' Thore Graepel']",https://icml.cc/virtual/2021/poster/10003,[]
Learning While Playing in Mean-Field Games: Convergence and Optimality,"['Qiaomin Xie', ' Zhuoran Yang', ' Zhaoran Wang', ' Andreea Minca']",https://icml.cc/virtual/2021/poster/9389,[]
Asymmetric Loss Functions for Learning with Noisy Labels,"['Xiong Zhou', ' Xianming Liu', ' Junjun Jiang', ' Xin Gao', ' Xiangyang Ji']",https://icml.cc/virtual/2021/poster/8595,[]
Debiasing Model Updates for Improving Personalized Federated Training,"['Durmus Alp Emre Acar', ' Yue Zhao', ' Ruizhao Zhu', ' Ramon Matas', ' Matthew Mattina', ' Paul Whatmough', ' Venkatesh Saligrama']",https://icml.cc/virtual/2021/poster/9599,[]
Asynchronous Decentralized Optimization With Implicit Stochastic Variance Reduction,"['Kenta Niwa', ' Guoqiang Zhang', ' W. Bastiaan Kleijn', ' Noboru Harada', ' Hiroshi Sawada', ' Akinori Fujino']",https://icml.cc/virtual/2021/poster/8957,[]
Unifying Vision-and-Language Tasks via Text Generation,"['Jaemin Cho', ' Jie Lei', ' Hao Tan', ' Mohit Bansal']",https://icml.cc/virtual/2021/poster/9961,[]
CURI: A Benchmark for Productive Concept Learning Under Uncertainty,"['Shanmukha Ramakrishna Vedantam', ' Arthur Szlam', ' Maximilian Nickel', ' Ari Morcos', ' Brenden Lake']",https://icml.cc/virtual/2021/poster/9597,[]
SketchEmbedNet: Learning Novel Concepts by Imitating Drawings,"['Alexander Wang', ' Mengye Ren', ' Richard Zemel']",https://icml.cc/virtual/2021/poster/9851,[]
Meta-Cal: Well-controlled Post-hoc Calibration by Ranking,"['Xingchen Ma', ' Matthew B Blaschko']",https://icml.cc/virtual/2021/poster/9773,[]
Functional Space Analysis of Local GAN Convergence,"['Valentin Khrulkov', ' Artem Babenko', ' Ivan Oseledets']",https://icml.cc/virtual/2021/poster/10305,[]
Massively Parallel and Asynchronous Tsetlin Machine Architecture Supporting Almost Constant-Time Scaling,"['Kuruge Darshana Abeyrathna', ' Bimal Bhattarai', ' Morten Goodwin', ' Saeed Rahimi Gorji', ' Ole-Christoffer Granmo', ' Lei Jiao', ' Rupsa Saha', ' Rohan Kumar Yadav']",https://icml.cc/virtual/2021/poster/10157,[]
Learning from Similarity-Confidence Data,"['Yuzhou Cao', ' Lei Feng', ' Yitian Xu', ' Bo An', ' Gang Niu', ' Masashi Sugiyama']",https://icml.cc/virtual/2021/poster/9869,[]
Decision-Making Under Selective Labels: Optimal Finite-Domain Policies and Beyond,['Dennis Wei'],https://icml.cc/virtual/2021/poster/10109,[]
Decoupling Representation Learning from Reinforcement Learning,"['Adam Stooke', ' Kimin Lee', ' Pieter Abbeel', ' Michael Laskin']",https://icml.cc/virtual/2021/poster/10141,[]
Locally Adaptive Label Smoothing Improves Predictive Churn,"['Dara Bahri', ' Heinrich Jiang']",https://icml.cc/virtual/2021/poster/8779,[]
Incentivizing Compliance with Algorithmic Instruments,"['Dung Ngo', ' Logan Stapleton', ' Vasilis Syrgkanis', ' Steven Wu']",https://icml.cc/virtual/2021/poster/10359,[]
A Unified Lottery Ticket Hypothesis for Graph Neural Networks,"['Tianlong Chen', ' Yongduo Sui', ' Xuxi Chen', ' Aston Zhang', ' Zhangyang Wang']",https://icml.cc/virtual/2021/poster/10503,[]
Boosting for Online Convex Optimization,"['Elad Hazan', ' Karan Singh']",https://icml.cc/virtual/2021/poster/10377,[]
Training Data Subset Selection for Regression with Controlled Generalization Error,"['Durga S', ' Rishabh Lyer', ' Ganesh Ramakrishnan', ' Abir De']",https://icml.cc/virtual/2021/poster/8757,[]
DeepReDuce: ReLU Reduction for Fast Private Inference,"['Nandan Kumar Jha', ' Zahra Ghodsi', ' Siddharth Garg', ' Brandon Reagen']",https://icml.cc/virtual/2021/poster/9709,[]
Consistent regression when oblivious outliers overwhelm,"[""Tommaso d'Orsi"", ' Gleb Novikov', ' David Steurer']",https://icml.cc/virtual/2021/poster/10579,[]
Non-Negative Bregman Divergence Minimization for Deep Direct Density Ratio Estimation,"['Masahiro Kato', ' Takeshi Teshima']",https://icml.cc/virtual/2021/poster/8605,[]
Pareto GAN: Extending the Representational Power of GANs to Heavy-Tailed Distributions,"['Todd Huster', ' Jeremy Cohen', ' Zinan Lin', ' Kevin Chan', ' Charles Kamhoua', ' Nandi O. Leslie', ' Cho-Yu Chiang', ' Vyas Sekar']",https://icml.cc/virtual/2021/poster/10707,[]
End-to-End Learning of Coherent Probabilistic Forecasts for Hierarchical Time Series,"['Syama Sundar Yadav Rangapuram', ' Lucien Werner', ' Konstantinos Benidis', ' Pedro Mercado', ' Jan Gasthaus', ' Tim Januschowski']",https://icml.cc/virtual/2021/poster/10001,[]
Besov Function Approximation and Binary Classification on Low-Dimensional Manifolds Using Convolutional Residual Networks,"['Hao Liu', ' Minshuo Chen', ' Tuo Zhao', ' Wenjing Liao']",https://icml.cc/virtual/2021/poster/9145,[]
Understanding Instance-Level Label Noise: Disparate Impacts and Treatments,['Yang Liu'],https://icml.cc/virtual/2021/poster/10229,[]
A Proxy Variable View of Shared Confounding,"['Yixin Wang', ' David Blei']",https://icml.cc/virtual/2021/poster/10489,[]
Function Contrastive Learning of Transferable Meta-Representations,"['Muhammad Waleed Gondal', ' Shruti Joshi', ' Nasim Rahaman', ' Stefan Bauer', ' Manuel Wuthrich', ' Bernhard Schölkopf']",https://icml.cc/virtual/2021/poster/10763,[]
Towards Distraction-Robust Active Visual Tracking,"['Fangwei Zhong', ' Peng Sun', ' Wenhan Luo', ' Tingyun Yan', ' Yizhou Wang']",https://icml.cc/virtual/2021/poster/8903,[]
Neural Rough Differential Equations for Long Time Series,"['James Morrill', ' Cristopher Salvi', ' Patrick Kidger', ' James Foster']",https://icml.cc/virtual/2021/poster/10039,[]
A Gradient Based Strategy for Hamiltonian Monte Carlo Hyperparameter Optimization,"['Andrew Campbell', ' Wenlong Chen', ' Vincent Stimper', ' Jose Miguel Hernandez-Lobato', ' Yichuan Zhang']",https://icml.cc/virtual/2021/poster/10755,[]
Householder Sketch for Accurate and Accelerated Least-Mean-Squares Solvers,"['Jyotikrishna Dass', ' Rabi Mahapatra']",https://icml.cc/virtual/2021/poster/9399,[]
"Accuracy, Interpretability, and Differential Privacy via Explainable Boosting","['Harsha Nori', ' Rich Caruana', ' Zhiqi Bu', ' Judy Hanwen Shen', ' Janardhan Kulkarni']",https://icml.cc/virtual/2021/poster/9575,[]
Graph Contrastive Learning Automated,"['Yuning You', ' Tianlong Chen', ' Yang Shen', ' Zhangyang Wang']",https://icml.cc/virtual/2021/poster/9823,[]
Continuous-time Model-based Reinforcement Learning,"['Cagatay Yildiz', ' Markus Heinonen', ' Harri Lähdesmäki']",https://icml.cc/virtual/2021/poster/8565,[]
On Disentangled Representations Learned from Correlated Data,"['Frederik Träuble', ' Elliot Creager', ' Niki Kilbertus', ' Francesco Locatello', ' Andrea Dittadi', ' Anirudh Goyal', ' Bernhard Schölkopf', ' Stefan Bauer']",https://icml.cc/virtual/2021/poster/9351,[]
Coded-InvNet for Resilient Prediction Serving Systems,"['Tuan Dinh', ' Kangwook Lee']",https://icml.cc/virtual/2021/poster/8601,[]
The Symmetry between Arms and Knapsacks: A Primal-Dual Approach for Bandits with Knapsacks,"['Xiaocheng Li', ' Chunlin Sun', ' Yinyu Ye']",https://icml.cc/virtual/2021/poster/9151,[]
An Integer Linear Programming Framework for Mining Constraints from Data,"['Tao Meng', ' Kai-Wei Chang']",https://icml.cc/virtual/2021/poster/9731,[]
Signatured Deep Fictitious Play for Mean Field Games with Common Noise,"['Ming Min', ' Ruimeng Hu']",https://icml.cc/virtual/2021/poster/9157,[]
Parallel Droplet Control in MEDA Biochips using Multi-Agent Reinforcement Learning,"['Tung-Che Liang', ' Jin Zhou', ' Yun-Sheng Chan', ' Tsung-Yi Ho', ' Krishnendu Chakrabarty', ' Cy Lee']",https://icml.cc/virtual/2021/poster/10575,[]
Meta-Thompson Sampling,"['Branislav Kveton', ' Mikhail Konobeev', ' Manzil Zaheer', ' Chih-wei Hsu', ' Martin Mladenov', ' Craig Boutilier', ' Csaba Szepesvari']",https://icml.cc/virtual/2021/poster/9729,[]
Towards Open Ad Hoc Teamwork Using Graph-based Policy Learning,"['Muhammad Arrasy Rahman', ' Niklas Hopner', ' Filippos Christianos', ' Stefano V. Albrecht']",https://icml.cc/virtual/2021/poster/10713,[]
On the Generalization Power of Overfitted Two-Layer Neural Tangent Kernel Models,"['Peizhong Ju', ' Xiaojun Lin', ' Ness Shroff']",https://icml.cc/virtual/2021/poster/8703,[]
Estimating Identifiable Causal Effects on Markov Equivalence Class through Double Machine Learning,"['Yonghan Jung', ' Jin Tian', ' Elias Bareinboim']",https://icml.cc/virtual/2021/poster/10727,[]
Unified Robust Semi-Supervised Variational Autoencoder,['Xu Chen'],https://icml.cc/virtual/2021/poster/9043,[]
Model-Targeted Poisoning Attacks with Provable Convergence,"['Fnu Suya', ' Saeed Mahloujifar', ' Anshuman Suri', ' David Evans', ' Yuan Tian']",https://icml.cc/virtual/2021/poster/10349,[]
Stochastic Iterative Graph Matching,"['Linfeng Liu', ' Michael Hughes', ' Soha Hassoun', ' Liping Liu']",https://icml.cc/virtual/2021/poster/9913,[]
Towards Tight Bounds on the Sample Complexity of Average-reward MDPs,"['Yujia Jin', ' Aaron Sidford']",https://icml.cc/virtual/2021/poster/9781,[]
Kernel Stein Discrepancy Descent,"['Anna Korba', ' Pierre-Cyril Aubin-Frankowski', ' Szymon Majewski', ' Pierre Ablin']",https://icml.cc/virtual/2021/poster/9273,[]
Rate-Distortion Analysis of Minimum Excess Risk in Bayesian Learning,"['Hassan Hafez-Kolahi', ' Behrad Moniri', ' Shohreh Kasaei', ' Mahdieh Soleymani Baghshah']",https://icml.cc/virtual/2021/poster/9217,[]
Calibrate Before Use: Improving Few-shot Performance of Language Models,"['Tony Z. Zhao', ' Eric Wallace', ' Shi Feng', ' Dan Klein', ' Sameer Singh']",https://icml.cc/virtual/2021/poster/10185,[]
"Online Optimization in Games via Control Theory: Connecting Regret, Passivity and Poincaré Recurrence","['Yun Kuen Cheung', ' Georgios Piliouras']",https://icml.cc/virtual/2021/poster/9837,[]
Relative Positional Encoding for Transformers with Linear Complexity,"['Antoine Liutkus', ' Ondřej Cífka', ' Shih-Lun Wu', ' Umut Simsekli', ' Yi-Hsuan Yang', ' Gaël RICHARD']",https://icml.cc/virtual/2021/poster/9021,[]
Agnostic Learning of Halfspaces with Gradient Descent via Soft Margins,"['Spencer Frei', ' Yuan Cao', ' Quanquan Gu']",https://icml.cc/virtual/2021/poster/10395,[]
Black-box density function estimation using recursive partitioning,"['Erik Bodin', ' Zhenwen Dai', ' Neill Campbell', ' Carl Henrik Ek']",https://icml.cc/virtual/2021/poster/9471,[]
Meta-StyleSpeech : Multi-Speaker Adaptive Text-to-Speech Generation,"['Dongchan Min', ' Dong Bok Lee', ' Eunho Yang', ' Sung Ju Hwang']",https://icml.cc/virtual/2021/poster/9659,[]
Learning Binary Decision Trees by Argmin Differentiation,"['Valentina Zantedeschi', ' Matt J. Kusner', ' Vlad Niculae']",https://icml.cc/virtual/2021/poster/8771,[]
Outlier-Robust Optimal Transport,"['Debarghya Mukherjee', ' Aritra Guha', ' Justin Solomon', ' Yuekai Sun', ' Mikhail Yurochkin']",https://icml.cc/virtual/2021/poster/9841,[]
Voice2Series: Reprogramming Acoustic Models for Time Series Classification,"['Huck Yang', ' Yun-Yun Tsai', ' Pin-Yu Chen']",https://icml.cc/virtual/2021/poster/9059,[]
Training data-efficient image transformers & distillation through attention,"['Hugo Touvron', ' Matthieu Cord', ' Douze Matthijs', ' Francisco Massa', ' Alexandre Sablayrolles', ' Herve Jegou']",https://icml.cc/virtual/2021/poster/8671,[]
Loss Surface Simplexes for Mode Connecting Volumes and Fast Ensembling,"['Gregory Benton', ' Wesley Maddox', ' Sanae Lotfi', ' Andrew Wilson']",https://icml.cc/virtual/2021/poster/10573,[]
Optimizing persistent homology based functions,"['Mathieu Carrière', ' Frederic Chazal', ' Marc Glisse', ' Yuichi Ike', ' Hariprasad Kannan', ' Yuhei Umeda']",https://icml.cc/virtual/2021/poster/10265,[]
Modularity in Reinforcement Learning via Algorithmic Independence in Credit Assignment,"['Michael Chang', ' Sid Kaushik', ' Sergey Levine', ' Thomas Griffiths']",https://icml.cc/virtual/2021/poster/8697,[]
Learner-Private Convex Optimization,"['Jiaming Xu', ' Kuang Xu', ' Dana Yang']",https://icml.cc/virtual/2021/poster/9455,[]
Provable Lipschitz Certification for Generative Models,"['Matt Jordan', ' Alexandros Dimakis']",https://icml.cc/virtual/2021/poster/9171,[]
The Lipschitz Constant of Self-Attention,"['Hyunjik Kim', ' George Papamakarios', ' Andriy Mnih']",https://icml.cc/virtual/2021/poster/8677,[]
