Title,Authors,url,Keywords
Continual Repeated Annealed Flow Transport Monte Carlo,"['Alexander Matthews', ' Michael Arbel', ' Danilo J. Rezende', ' Arnaud Doucet']",https://icml.cc/virtual/2022/poster/17565,[]
Estimating and Penalizing Induced Preference Shifts in Recommender Systems,"['Micah Carroll', ' Anca Dragan', ' Stuart Russell', ' Dylan Hadfield-Menell']",https://icml.cc/virtual/2022/poster/17365,[]
Towards Understanding Sharpness-Aware Minimization,"['Maksym Andriushchenko', ' Nicolas Flammarion']",https://icml.cc/virtual/2022/poster/18251,[]
Fat–Tailed Variational Inference with Anisotropic Tail Adaptive Flows,"['Feynman Liang', ' Michael Mahoney', ' Liam Hodgkinson']",https://icml.cc/virtual/2022/poster/16405,[]
Style Equalization: Unsupervised Learning of Controllable Generative Sequence Models,"['Jen-Hao Rick Chang', ' Ashish Shrivastava', ' Hema Koppula', ' Xiaoshuai Zhang', ' Oncel Tuzel']",https://icml.cc/virtual/2022/poster/16199,[]
Translating Robot Skills: Learning Unsupervised Skill Correspondences Across Robots,"['Tanmay Shankar', ' Yixin Lin', ' Aravind Rajeswaran', ' Vikash Kumar', ' Stuart Anderson', ' Jean Oh']",https://icml.cc/virtual/2022/poster/16261,[]
Auxiliary Learning with Joint Task and Data Scheduling,"['Hong Chen', ' Xin Wang', ' Chaoyu Guan', ' Yue Liu', ' Wenwu Zhu']",https://icml.cc/virtual/2022/poster/17291,[]
"Learning to Hash Robustly, Guaranteed","['Alexandr Andoni', ' Daniel Beaglehole']",https://icml.cc/virtual/2022/poster/15991,[]
On the Statistical Benefits of Curriculum Learning,"['Ziping Xu', ' Ambuj Tewari']",https://icml.cc/virtual/2022/poster/16551,[]
Deep Networks on Toroids: Removing Symmetries Reveals the Structure of Flat Regions in the Landscape Geometry,"['Fabrizio Pittorino', ' Antonio Ferraro', ' Gabriele Perugini', ' Christoph Feinauer', ' Carlo Baldassi', ' RIccardo Zecchina']",https://icml.cc/virtual/2022/poster/17897,[]
Architecture Agnostic Federated Learning for Neural Networks,"['Disha Makhija', ' Xing Han', ' Nhat Ho', ' Joydeep Ghosh']",https://icml.cc/virtual/2022/poster/16925,[]
Privacy for Free: How does Dataset Condensation Help Privacy?,"['Tian Dong', ' Bo Zhao', ' Lingjuan Lyu']",https://icml.cc/virtual/2022/poster/18235,[]
HousE: Knowledge Graph Embedding with Householder Parameterization,"['Rui Li', ' Jianan Zhao', ' Chaozhuo Li', ' Di He', ' Yiqi Wang', ' Yuming Liu', ' Hao Sun', ' Senzhang Wang', ' Weiwei Deng', ' Yanming Shen', ' Xing Xie', ' Qi Zhang']",https://icml.cc/virtual/2022/poster/17407,[]
Forward Operator Estimation in Generative Models with Kernel Transfer Operators,"['Zhichun Huang', ' Rudrasis Chakraborty', ' Vikas Singh']",https://icml.cc/virtual/2022/poster/16995,[]
Efficient PAC Learning from the Crowd with Pairwise Comparisons,"['Shiwei Zeng', ' Jie Shen']",https://icml.cc/virtual/2022/poster/16115,[]
A Langevin-like Sampler for Discrete Distributions,"['Ruqi Zhang', ' Xingchao Liu', ' Qiang Liu']",https://icml.cc/virtual/2022/poster/17045,[]
Nyström Kernel Mean Embeddings,"['Antoine Chatalic', ' Nicolas Schreuder', ' Lorenzo Rosasco', ' Alessandro Rudi']",https://icml.cc/virtual/2022/poster/17771,[]
Exploring and Exploiting Hubness Priors for High-Quality GAN Latent Sampling,"['Yuanbang Liang', ' Jing Wu', ' Yu-Kun Lai', ' Yipeng Qin']",https://icml.cc/virtual/2022/poster/16223,[]
Score Matching Enables Causal Discovery of Nonlinear Additive Noise Models,"['Paul Rolland', ' Volkan Cevher', ' Matthäus Kleindessner', ' Chris Russell', ' Dominik Janzing', ' Bernhard Schölkopf', ' Francesco Locatello']",https://icml.cc/virtual/2022/poster/16279,[]
What Can Linear Interpolation of Neural Network Loss Landscapes Tell Us?,"['Tiffany Vlaar', ' Jonathan Frankle']",https://icml.cc/virtual/2022/poster/16391,[]
No-Regret Learning in Partially-Informed Auctions,"['Wenshuo Guo', ' Michael Jordan', ' Ellen Vitercik']",https://icml.cc/virtual/2022/poster/16797,[]
Adaptive Data Analysis with Correlated Observations,"['Aryeh Kontorovich', ' Menachem Sadigurschi', ' Uri Stemmer']",https://icml.cc/virtual/2022/poster/16033,[]
Contextual Bandits with Large Action Spaces: Made Practical,"['Yinglun Zhu', ' Dylan Foster', ' John Langford', ' Paul Mineiro']",https://icml.cc/virtual/2022/poster/16993,[]
A Simple yet Universal Strategy for Online Convex Optimization,"['Lijun Zhang', ' Guanghui Wang', ' Jinfeng Yi', ' Tianbao Yang']",https://icml.cc/virtual/2022/poster/17431,[]
Optimization-Derived Learning with Essential Convergence Analysis of Training and Hyper-training,"['Risheng Liu', ' Xuan Liu', ' Shangzhi Zeng', ' Jin Zhang', ' Yixuan ZHANG']",https://icml.cc/virtual/2022/poster/17659,[]
On the Adversarial Robustness of Causal Algorithmic Recourse,"['Ricardo Dominguez-Olmedo', ' Amir Karimi', ' Bernhard Schölkopf']",https://icml.cc/virtual/2022/poster/18199,[]
Active fairness auditing,"['Tom Yan', ' Chicheng Zhang']",https://icml.cc/virtual/2022/poster/17203,[]
First-Order Regret in Reinforcement Learning with Linear Function Approximation: A Robust Estimation Approach,"['Andrew Wagenmaker', ' Yifang Chen', ' Max Simchowitz', ' Simon Du', ' Kevin Jamieson']",https://icml.cc/virtual/2022/poster/16443,[]
Failure and success of the spectral bias prediction for Laplace Kernel Ridge Regression: the case of low-dimensional data,"['Umberto M. Tomasini', ' Antonio Sclocchi', ' Matthieu Wyart']",https://icml.cc/virtual/2022/poster/16237,[]
Versatile Offline Imitation from Observations and Examples via Regularized State-Occupancy Matching,"['Jason Yecheng Ma', ' Andrew Shen', ' Dinesh Jayaraman', ' Osbert Bastani']",https://icml.cc/virtual/2022/poster/16597,[]
Optimal Estimation of Policy Gradient via Double Fitted Iteration,"['Chengzhuo Ni', ' Ruiqi Zhang', ' Xiang Ji', ' Xuezhou Zhang', ' Mengdi Wang']",https://icml.cc/virtual/2022/poster/17155,[]
Partial Counterfactual Identification from Observational and Experimental Data,"['Junzhe Zhang', ' Jin Tian', ' Elias Bareinboim']",https://icml.cc/virtual/2022/poster/17031,[]
Training Your Sparse Neural Network Better with Any Mask,"['Ajay Jaiswal', ' Haoyu Ma', ' Tianlong Chen', ' Ying Ding', ' Zhangyang “Atlas” Wang']",https://icml.cc/virtual/2022/poster/16915,[]
Gradient-Free Method for Heavily Constrained Nonconvex Optimization,"['Wanli Shi', ' Hongchang Gao', ' Bin Gu']",https://icml.cc/virtual/2022/poster/17461,[]
EquiBind: Geometric Deep Learning for Drug Binding Structure Prediction,"['Hannes Stärk', ' Octavian Ganea', ' Lagnajit Pattanaik', ' Regina Barzilay', ' Tommi Jaakkola']",https://icml.cc/virtual/2022/poster/18361,[]
Directed Acyclic Transformer for Non-Autoregressive Machine Translation,"['Fei Huang', ' Hao Zhou', ' Yang Liu', ' Hang Li', ' Minlie Huang']",https://icml.cc/virtual/2022/poster/17957,[]
